id: 51730bbd-9bce-4d28-ae30-580e2ddd1be8, lat: 50.43483821, long:11.96975958, 
id: 711428e9-6204-4a7c-a6b9-8eb95e26ac44, lat: 52.14481954, long:11.38109879, 
id: 108ad23a-b260-4615-bd8e-a4119a449531, lat: 49.68904221, long:15.85812792, 
id: a0ba50c0-daeb-4cbe-8856-44916699ad84, lat: 51.75614779, long:15.15377768, 
id: dc4a71a3-e6e8-4b98-9645-08cd76d22d6b, lat: 53.95547987, long:11.08633351, 
id: 841d0654-9971-4c84-a5a5-d3e5b5dbc77e, lat: 52.95192753, long:14.54074066, 
id: 37526775-a278-4599-bbad-9211ebadc6bb, lat: 53.78471744, long:13.01052624, 
id: d0ecbe75-9501-471d-9abb-0b30b041a913, lat: 54.03885063, long:17.67196824, 
id: 219a00b6-2180-47e5-9133-e847d57524e1, lat: 54.44197227, long:16.28392859, 
id: d155c001-d23c-498e-9917-7cca91a5cc08, lat: 52.54938569, long:17.22707197, 
id: 335360aa-395c-48a6-94bb-a4ae96ed9887, lat: 54.76370761, long:9.46912893, 
id: 7078774e-c999-4da3-b9a1-174cc9de60c7, lat: 54.42521294, long:9.2957427, 
id: 35430660-5708-4364-bc3b-ccd1129ea4ad, lat: 55.10693575, long:16.73045591, 
id: ae7cee37-6932-47a4-94e0-8c92993aa280, lat: 52.51722985, long:10.89710919, 
id: 47a83870-994d-4741-b169-da4651c5b4c2, lat: 51.00189352, long:18.19409139, 
id: 517ea41d-be50-4c2c-ba49-59a4de03842b, lat: 52.3655113, long:13.22698139, 
id: dc042877-12e5-49ab-86e9-c73884a47a01, lat: 55.6062185, long:11.83857618, 
id: 0b3ee38d-1d99-454c-933e-340ec758aa1d, lat: 51.29836273, long:16.32448858, 
id: 43db1e90-376e-411c-81cc-76444eb30b92, lat: 53.72470335, long:14.9461255, 
id: bd374024-5796-4255-b460-e4d031dec924, lat: 54.17266164, long:8.93355329, 
id: 613eda85-c536-4045-b608-6a434de9b2ca, lat: 52.71040024, long:10.4462253, 
id: c12092a4-c0a9-4696-9511-70c5e9604619, lat: 54.9225715, long:11.87360438, 
id: 8095ba09-5486-43b9-ae9a-6840886dad1e, lat: 55.62938165, long:11.03575878, 
id: 01849880-42a5-4446-9e79-778653492878, lat: 54.64405813, long:15.32407226, 
id: a598a934-4d8e-48a1-8417-b1cc413264bc, lat: 53.98346321, long:9.85008392, 
id: 71eb1749-4e31-49d3-8281-1c8e0153122b, lat: 53.46215282, long:8.74964338, 
id: 6be94d5e-6ead-4706-a2e3-6dc3b7bd1051, lat: 53.15482089, long:12.25679724, 
id: 530d845e-ade1-45c9-9d73-54b81b71b672, lat: 52.40568693, long:8.93786036, 
id: 485ee084-c503-407d-8189-c863bc8588ba, lat: 49.94862147, long:10.71502856, 
id: 8a8b3c56-c07b-467a-905b-1aac4dd9da14, lat: 50.60921648, long:16.71133724, 
id: 38e1dd71-2630-47cd-b1b1-8363d5493d78, lat: 52.85498605, long:18.95970602, 
id: 5bdecb2b-8cdc-43c2-8369-266de7a6d3da, lat: 51.28708356, long:9.69787539, 
id: 584dd0a5-746b-490c-8b77-be4dd77dd680, lat: 49.83272125, long:16.3247512, 
id: 19797544-e0be-4b1d-ae76-d935b4e5cbc7, lat: 52.59755518, long:11.43983343, 
id: 244b6bd1-b254-4b7e-9053-bcd33bc8d171, lat: 51.07271036, long:14.41934762, 
id: 04292c0d-351e-4497-b72e-141531a5cbaa, lat: 51.5609897, long:9.18641183, 
id: 2b126983-d824-42c7-9138-15c94508519b, lat: 53.71974318, long:16.62847071, 
id: 7342be70-936e-4ad8-a41c-12db46e78c0a, lat: 53.85474689, long:9.69737263, 
id: 049485d3-51bb-49e1-83a0-44c483823606, lat: 50.37159199, long:11.46037692, 
id: e1cea16c-6893-4a08-b2ab-799c36c46440, lat: 55.12883098, long:17.397727, 
id: b804d4a5-6615-47a0-9887-a9b36da24541, lat: 49.87305852, long:15.61755832, 
id: db395527-8819-4c04-aa70-22b8539e5858, lat: 54.88962562, long:16.23827641, 
id: 632537c7-0cb6-49d1-866a-850dd880d10b, lat: 52.41822772, long:18.06829576, 
id: c5b7d57b-536b-4bca-a063-803b43e76b03, lat: 53.66093751, long:18.14615419, 
id: 0ae19ccb-5374-4b5a-92d4-d96cc4760417, lat: 53.00405823, long:7.7771367, 
id: 8232e557-96e8-4c63-9792-03a5666e6a57, lat: 51.14732466, long:13.27818498, 
id: add9c5a5-65d6-49a1-a260-c984905a9745, lat: 51.99078417, long:14.52918792, 
id: c4cb2d82-1aa4-4c0b-bad0-8604cb745004, lat: 52.08231511, long:17.0361204, 
id: c10ab844-5ac2-4b08-bbbc-caae321b4d95, lat: 55.58088553, long:16.25097391, 
id: de1a9325-c1d5-4e60-85a3-076918eebaad, lat: 54.95340522, long:9.01364933, 
id: 259c9ae9-5a12-4d48-b61a-93311269d035, lat: 55.31171579, long:11.48469643, 
id: 4d831582-e384-4445-bc19-8c70cb0e5c0a, lat: 53.596298, long:11.17973987, 
id: 37dd52d6-c882-4989-add7-6e512e28dc60, lat: 51.42081886, long:10.3163956, 
id: 906eced1-cd8e-4bb0-a946-32c74dd8b5a0, lat: 49.70128969, long:13.39647606, 
id: 6ba236ba-d56a-4d31-8475-26b31a29257d, lat: 55.73663836, long:12.54017618, 
id: db7e57e5-a26d-42a2-8669-ac92d604b0c7, lat: 54.27770375, long:17.95441877, 
id: 793052b9-8a98-4201-b848-2638c598838c, lat: 50.5730506, long:10.23508537, 
id: bdbeb0ac-17e5-48aa-b991-6713417c7ad0, lat: 49.48692672, long:11.86637636, 
id: 1ea6c325-cbaa-4085-a657-c3a87b079227, lat: 53.38781995, long:11.7757827, 
id: d26a8a6c-aa27-4b51-a574-e00622b07649, lat: 51.63681629, long:11.49735632, 
id: 1c695536-b845-4cc1-9c24-8212421db359, lat: 51.06150006, long:13.52056289, 
id: c2cc6768-40d2-4605-8cec-7271b58b5a23, lat: 51.35701519, long:10.73451649, 
id: 90997e8a-d30a-4095-9333-c4805850aeb8, lat: 54.39558602, long:8.79147597, 
id: 2b5c8b23-3d38-4227-9cc0-6516b25324d6, lat: 50.3447304, long:10.79286922, 
id: 18b8c5a9-34cb-44b3-b501-6da3db65e90b, lat: 50.0920744, long:17.03655301, 
id: a5c5d428-0a99-4863-9c21-0d13680222ae, lat: 50.5492043, long:16.04157149, 
id: dd6ae5c0-233d-448a-a451-225037358c94, lat: 51.44768793, long:9.21220978, 
id: 3cdd1c4b-9247-4a65-91e0-d4b11aed0577, lat: 49.55866398, long:15.48296697, 
id: 29271843-c4ae-43cc-8eb6-6a43e2dab3d9, lat: 52.24850971, long:10.38797289, 
id: abc2dac1-d0cd-4e0b-9b29-34b5401ca705, lat: 53.35127105, long:11.01400545, 
id: e7d2e30a-4b37-4a6d-aac3-22cd2a3420c8, lat: 54.50114947, long:11.45331924, 
id: 42da0b50-1781-49b7-9e84-04dad1acbc28, lat: 52.82098371, long:16.38821762, 
id: 6859de92-1c90-4793-9c16-5530d581b77e, lat: 50.81389804, long:16.71420451, 
id: 32d3460a-da23-45a8-a451-beade821ca85, lat: 55.09668268, long:11.6529812, 
id: e905eae9-0de1-45b1-9028-6793c20a0890, lat: 55.11109371, long:9.82967978, 
id: 4b69d45a-9606-4194-8912-4edbdc5b90aa, lat: 51.46547417, long:16.22594128, 
id: a5ead8bc-5463-4ab3-8e8c-6ac9b9cd9d09, lat: 52.81504038, long:16.92499261, 
id: e73ab77e-0e16-43c7-acd0-4dc5c14aa0b5, lat: 49.56010262, long:13.9403279, 
id: 37e29360-5189-438c-9a03-425ed3de92e5, lat: 50.04426069, long:15.20162332, 
id: 9970e0b7-a7d9-4b4d-8655-bcba0d052468, lat: 51.6469509, long:18.22431378, 
id: a6c23778-c057-4b32-ae62-a89d4e47438d, lat: 50.76467389, long:9.13408939, 
id: 46559bc7-1e3b-4e09-9c2e-1e05822caca8, lat: 50.5052835, long:17.61269137, 
id: 667928b3-4003-47a7-abc6-165e4a169ae6, lat: 53.81846611, long:16.70853104, 
id: b3b63028-d709-4652-ab79-a522e2302459, lat: 53.0077593, long:15.76794045, 
id: 400792c2-50d3-41ac-88be-41b768375848, lat: 55.22270515, long:12.84088198, 
id: e5a9524c-008b-4671-94aa-12aceacb1b3c, lat: 49.56937955, long:12.01887387, 
id: 487d3b9a-4401-4262-9aea-44e07524e9d6, lat: 49.80832569, long:13.3eee2656, 
id: 597eda0e-0384-49b9-8731-d196336e3acb, lat: 55.58556761, long:11.3335154, 
id: 7b326198-5530-4ac4-8805-918a83775e28, lat: 49.85053859, long:14.55647015, 
id: c77b41cc-d2be-440d-895c-5ae58ee86c7d, lat: 52.55386569, long:9.07106586, 
id: bc72ac37-7d36-4ed5-9c6a-864000a4aa51, lat: 49.77288183, long:15.92707893, 
id: 55761b28-5707-4647-8ad0-446543a6bd33, lat: 50.88174523, long:16.27012312, 
id: 46c98519-d0c7-44e0-ac79-2a674ea3584a, lat: 53.57798082, long:15.72237721, 
id: b439abdd-bd02-4a41-bbc1-91895cb144db, lat: 50.48117179, long:17.7259315, 
id: 27d692c9-b01b-4b2e-b2dd-cb23b67cc7dd, lat: 49.25240991, long:13.76898931, 
id: 66ad6684-8c05-4e68-b3ee-3a2d185091a2, lat: 54.60011111, long:15.90405501, 
id: 91c89256-9400-456d-9cac-728c1b61b006, lat: 54.20585915, long:8.42119702, 
id: bdb8e89c-0e67-4131-991b-3e217c672943, lat: 51.30133733, long:10.69049633, 
id: a2b472c0-ba48-4b5e-b83d-600b9193192a, lat: 52.07092868, long:9.83594061, 
id: 4013ac11-6d4a-41c5-94e4-abc4bb931e80, lat: 52.31534195, long:14.10423455, 
id: 22e4c7b1-cd64-4189-b46a-8b75cedeb219, lat: 54.79210622, long:9.62623991, 
id: 73c61919-8426-4591-bc56-4691a859193b, lat: 52.50429226, long:16.15488572, 
id: 662c9dc8-450a-4d68-8455-c944d2ee5ae9, lat: 53.29401803, long:8.8280456, 
id: 62435224-5c6c-4965-bdb8-eceac0868467, lat: 53.98819579, long:18.80082498, 
id: 106a704c-9cbe-4cd6-a6b3-9ed076ea7573, lat: 50.78519572, long:16.8008101, 
id: 3c6ac9ac-e0a8-48c6-8a71-c94bd48dca34, lat: 51.35004148, long:16.10322595, 
id: 24c20ae2-819a-4c17-9573-c4a20a466b1e, lat: 53.77422586, long:11.95845721, 
id: a3b5ee94-5795-479a-8c69-45b0a8949b4a, lat: 53.28286199, long:8.95468883, 
id: 82284c43-b13c-4488-826e-022cdb4e4bc1, lat: 50.41165191, long:14.36987391, 
id: 21205447-2c4c-417b-9ce6-8645ca87743c, lat: 54.66374411, long:18.06501014, 
id: b975826b-6a71-4789-84a5-1ed33b87a827, lat: 51.56055982, long:16.55563876, 
id: 25b1685a-295a-4a64-97b5-53c0760c5d19, lat: 50.90613974, long:10.40707334, 
id: 4515848e-4d50-49d9-a809-e8bea0162eb5, lat: 53.30853484, long:15.73244752, 
id: 8914ba03-4db8-477b-b638-8ab70460b8e5, lat: 51.47100685, long:16.29731236, 
